S.No.,Name,CMP Rs.,P/E,Mar Cap Rs.Cr.,Qtr Sales Var %,Qtr Profit Var %,QoQ Sales %,QoQ Profits %,Prom. Hold. %,DII Hold %,FII Hold %,Exp Qtr Sales Var %,RSI Rs.,MACD Signal Rs.,Change in Prom Hold %,ROCE,SYMBOL
1235,LIC Housing Fin.,595.5,6.73,32756.25,15.52,152.58,0.57,-2.12,45.24,21.76,21.91,24.18,42.53,-6.44,0,7.57,LICHSGFIN
1236,Mirza Internatio,46,48.31,635.73,9.09,14.88,-32.12,9.73,71.77,0,0.47,0.04,40.52,-1.56,0.01,7.57,MIRZAINT
1237,L&T Fin.Holdings,155,17.69,38578.57,2.96,131.17,9.96,7.6,65.9,9.07,10.67,5.53,43.87,-4.3,-0.12,7.56,L&amp;TFH
1238,Rupa & Co,244.85,30.23,1947.16,34.96,276.45,5.44,1.22,73.28,4.23,0.62,5.47,35.2,-6.98,0,7.56,RUPA
1239,Genesys Intl.,564.65,245.35,2232.66,9.02,103.49,78.79,558.6,37.99,0.05,8.16,5.61,51.8,17.89,-1.66,7.55,GENESYS
1240,Manali Petrochem,59.55,58.66,1024.26,-13.86,-6.67,-24.17,-72.93,44.86,0.02,0.86,-11.66,32.84,-3.64,0,7.54,MANALIPETC
1241,GE T&D India,884.3,255.44,22642.5,8.03,854.55,20.24,32.77,75,16.11,0.69,8.75,54.21,34.34,0,7.53,GET&amp;D
1242,Juniper Hotels,505.45,,11246.38,32.3,190.16,40.25,122.62,77.53,7.33,9.48,,68.66,14.34,,7.51,JUNIPER
1243,Yuken India,749.4,84.64,974.22,23.73,284.08,6.65,39.8,56.16,1.15,0,10.18,51.97,4.86,0,7.5,YUKEN
1244,Honasa Consumer,369.65,1298.56,11985.69,27.06,90.83,-2.02,-23.4,35.34,17.58,10.12,,28.29,-15.8,,7.5,HONASA
1245,Nahar Spinning,278.8,,1005.5,36.7,-38.61,4.13,15.5,66.72,0.59,0.22,2.05,40.34,-6.96,0.11,7.48,NAHARSPING
1246,Ajmera Realty,717.45,28.81,2545.51,161.5,181.48,42.27,30.61,69.74,1.77,0.02,69.02,55.53,11.73,0,7.48,AJMERA
1247,Blue Cloud Soft.,56.65,394.81,1235.77,22787.5,9000,36.71,18.18,4.03,0,22.93,31344.74,51.56,-1.93,-6.51,7.43,539607
1248,MRF,131302.95,27.48,55672.45,9.18,191.55,-0.88,-13.12,27.76,11.45,19.41,9.79,28.12,-1220.05,0.01,7.43,MRF
1249,Systematix Corp.,784.9,34.42,1018.82,120.58,307.67,138.67,1229.44,74.22,0,0,61.95,39.54,-13.94,0.01,7.41,526506
1250,Alembic Pharma,957.4,31.89,18818.95,8.05,48.01,2.23,32.14,69.61,14.51,4.52,8.43,46.3,-3.74,0,7.4,APLLTD
1251,AU Small Finance,564.25,23.77,37756.34,29.17,-4.48,8.09,-6.61,25.46,20.81,41.13,31.74,37.36,-16.79,-0.03,7.39,AUBANK
1252,Indl.& Prud.Inv.,4900,16.16,821.16,-42.25,18.92,2.5,-23.85,68.17,0.07,0,-13.2,42.18,-31.8,0,7.37,501298
1253,Mahindra Logis.,407.2,,2933.31,5.09,-1739.64,2.38,-9.61,58.04,15.71,5.92,8,47.18,1.29,0,7.36,MAHLOG
1254,Stovec Inds.,2434.65,56.29,508.84,-4.86,141.57,21.68,603.51,71.06,0.05,0,-9.84,42.39,-13.83,0,7.34,504959
1255,Puravankara,215.3,67.72,5105.62,46.18,245.27,55.76,793.32,75,0.4,16.49,45.29,48.74,-8.88,0,7.3,PURVA
1256,JSW Energy,515.45,51.58,84774.81,13.11,28.8,-21.99,-72.89,73.38,9.36,8.5,14.73,56.73,1.86,0,7.28,JSWENERGY
1257,S Chand & Compan,244.55,31.24,861.24,16.97,-33.37,100.71,12.99,47.06,3.82,6.23,10.54,43.29,-7.44,0,7.22,SCHAND
1258,Graphite India,616.65,257.87,12047.84,-1.57,-70.76,-12.99,-97.88,65.34,10.63,4.27,-5.66,54.65,10.95,0,7.2,GRAPHITE
1259,Orient Green,20.3,68.41,1990.87,19.77,-167.22,-72.22,-127.52,29.42,2.73,1.29,11.44,43.7,-1.35,-3.06,7.19,GREENPOWER
1260,Poonawalla Fin,463,36.72,35847.11,52.99,79.18,3.24,-69.18,62.07,5.58,7.79,59.13,49.15,-2.12,-0.03,7.18,POONAWALLA
1261,Nazara Technolo.,692.45,77.08,5076.83,1.77,54.48,7.79,22.08,16.43,16.55,9.56,23.06,39.22,-42.32,-0.73,7.17,NAZARA
1262,Fino Payments,290.45,29.08,2416.96,54.93,19.37,7.17,16.8,75,5.58,5.09,80.28,44.09,-4.63,0,7.17,FINOPB
1263,Udaipur Cement,34.02,36.66,1906.95,25.79,482.92,11.23,107.9,75,0.06,0.09,14.06,35.05,-0.99,0,7.15,530131
1264,Orient Ceratech,53.15,40.48,635.88,57.25,50.98,-3.06,5.58,63.58,0,13.3,23.24,47.31,-2.04,0,7.08,ORIENTCER
1265,Mufin Green,152.7,157.17,2305.7,154.97,98.69,28.63,13.47,55.07,13.23,0.01,182.68,33.51,-15.09,-3.11,7,MUFIN
1266,IndusInd Bank,1512.1,13.62,117684.45,22.36,17.29,2.88,5.33,15.84,26.21,42.47,27.46,52.13,-7.22,0.01,6.91,INDUSINDBK
1267,Interglobe Aviat,3286.8,17.65,126863.48,30.26,111.43,30.17,1496.13,63.13,14.65,18.7,37.74,61,37.53,-0.11,6.9,INDIGO
1268,B P C L,592.8,4.22,128593.3,-3.08,76.61,12.09,-61.41,52.98,22.13,14.21,-1.28,48.84,5.53,0,6.86,BPCL
1269,Kotak Mah. Bank,1776.4,20.25,353129.66,31.64,6.75,5.67,-4.4,25.91,21.38,39.74,36.11,59,-4.78,-0.02,6.86,KOTAKBANK
1270,Hardwyn India,35.6,121.89,1242.02,0.98,25.69,-3.52,204.44,43.77,0,0.46,0.46,42.06,-2.29,0,6.83,HARDWYN
1271,DMCC Speciality,297.95,59.59,743.09,11.99,108.84,5.24,-87.71,53.84,1.26,0,-11.42,51.73,-8.71,0,6.79,DMCC
1272,Enkei Wheels,552.05,84.81,992.3,34.65,114.94,-3.15,-64.54,74.97,0,0.02,11.67,50.32,-9.81,0,6.75,533477
1273,Prem. Explosives,1481.15,66.83,1592.57,19.46,187.93,-43.18,-85.62,41.33,9.27,0.32,15.52,51.97,-11.81,0,6.72,PREMEXPLN
1274,DCB Bank,120.75,7.23,3776.02,28.21,11.18,5.25,-0.17,14.8,34.2,13.02,29.34,40.11,-3.62,-0.01,6.71,DCBBANK
1275,Sagar Cements,212.1,90.8,2772.31,16.27,58.13,14.07,3.32,48.31,17.04,2.84,15.67,34.13,-9.41,0,6.7,SAGCEM
1276,Bandhan Bank,181.75,9.81,29278.44,22.53,152.17,3.86,1.6,39.98,14.79,34.75,15.96,34.12,-7.73,0,6.67,BANDHANBNK
1277,Texmaco Rail,162.8,74.98,6240.75,43.46,159.91,11.35,34.97,50.16,8.8,9.57,76.29,42.2,-7.05,-8.54,6.63,TEXRAIL
1278,Lloyds Enterpris,29.87,29.91,3799.84,454.97,721.43,117.09,90.95,73.91,0,0.4,595.47,33.75,-1.92,0,6.63,512463
1279,Gloster Ltd,815.5,35.65,892.42,-13.43,-82.49,-15.69,-67.41,72.63,14.61,0,-9.48,34.91,-7.23,0,6.62,542351
1280,IDFC First Bank,78.05,18.23,55180.76,33.28,18.73,7.11,-1.98,37.45,6.63,24.3,36.86,41.36,-1.17,-1.92,6.59,IDFCFIRSTB
1281,SG Finserve,426.75,34.07,2344.95,321.37,369.63,19.58,23.79,47.8,0.81,0.2,79267.85,45.61,-16.45,0,6.56,539199
1282,Asian Star Co.,757.75,15.99,1213.16,-14.51,35.56,-25.02,6.04,74.66,4.26,0,-21.73,40.17,-19.51,0,6.56,531847
1283,The Ramco Cement,806.45,44.73,19055.8,4.85,38.57,-9.58,-7.82,42.12,32.92,7.94,29.2,37.01,-29.6,0.01,6.55,RAMCOCEM
1284,CSB Bank,346.9,10.53,6018.22,28.68,-3.83,10.84,12.62,49.72,16.07,4.62,25.77,44.87,-7.01,0,6.45,CSBBANK
1285,IFB Industries,1341.8,191.31,5436.97,16.18,1630.7,5.44,-18.95,74.96,3.57,0.7,7.17,50.61,18.13,0,6.43,IFBIND
1286,TVS Supply,161,,7086.56,-6.39,-44.34,-1.81,124.61,43.16,6.6,0.37,,40.86,-7.97,-0.24,6.43,TVSSCS
1287,Welspun Corp,535.95,13.01,14024.04,97.71,1156.93,17,-24.02,49.96,11.23,10.56,127.44,51.04,-10.53,0,6.42,WELCORP
1288,T N Merc. Bank,462.4,6.83,7322.17,21.44,1.62,1.65,3.92,0,3.2,3.13,16.92,39.62,-7.37,0,6.41,TMB
1289,Andhra Petrochem,83.12,27.71,706.27,-23.86,922.92,-23.1,15.94,45.04,0.02,0.32,6.82,44.38,-2.52,0,6.4,500012
1290,MBL Infrast,51.7,,541.58,-17.18,15.47,56.06,16.23,68.25,0,0.01,20.65,60.63,-1.25,-0.02,6.4,MBLINFRA
1291,Capital Small,328.35,15.8,1478.97,15.55,2.37,3.59,19.1,18.85,30.48,1.59,,21.96,-21.92,-5.16,6.4,CAPITALSFB
1292,ICICI Bank,1090.3,18.04,765550.41,29.24,25.71,4.95,1.45,0,46,43.65,35.74,62.89,14.41,0,6.32,ICICIBANK
1293,Century Textiles,1459.3,120.45,16299.75,8.84,1080.95,15.31,343.23,50.21,17.39,6.42,-1.57,52.77,1.01,0,6.32,CENTURYTEX
1294,Data Infr.Trust,100,,26030,31.35,34.53,11.46,83.93,75,,,,27.84,6.08,0,6.31,543225
1295,Sudarshan Chem.,621.75,49.14,4304.2,7.15,2415.52,-5.82,-18.31,35.82,13.58,4.22,10.24,66.47,6.95,0,6.27,SUDARSCHEM
1296,HDFC Bank,1442.85,16.11,1096078.95,73.34,35.91,3.96,2.34,0,30.54,52.31,61.5,49.09,-4.16,0,6.24,HDFCBANK
1297,K C P,173.3,13.51,2234.2,41.07,800.62,10.95,90.44,43.95,0.62,1.9,29.25,43.92,-5.85,0.01,6.22,KCP
1298,Finolex Inds.,235.6,32.33,14618.44,-9.34,23.78,15.46,-4.87,52.47,11.95,6.45,-11.48,60.67,-0.21,0,6.13,FINPIPE
1299,India Motor Part,963.9,15.19,1202.95,-2.13,13.05,2.58,-28.12,30.71,2.49,7.96,0.43,41.58,-25.84,0,6.13,IMPAL
1300,Welspun Special.,33.99,59.07,1801.77,57.18,295.51,-15.91,17.31,55.17,0,0,93.17,35.17,-1.19,0,6.04,500365
1301,TARC Ltd,141.25,,4168.24,-90.13,-2656.49,-68.71,-3229.91,64.96,0.89,1.92,606.19,44.46,-5.5,0,6.03,TARC
1302,City Union Bank,135.45,10.25,10032.4,10,16.15,1.7,-9.83,0,32.39,26.6,13.05,53.2,-2.12,0,6.01,CUB
1303,Welspun Living,141.65,20.84,13765.67,28.98,317.13,-3.91,-10.66,70.5,5.35,7.25,14.59,42.59,-1.99,0,6.01,WELSPUNLIV
1304,Centrum Capital,29.4,,1223.14,67.6,38.26,5.12,36.66,38.49,0,0.82,64.82,41.39,-1.21,0,6,CENTRUM
1305,Spandana Sphoort,818.4,12.63,5834.98,73.81,70.75,1.19,1.69,59.89,13.45,19.05,92.83,29.05,-40.7,-0.52,5.97,SPANDANA
1306,Tata Motors,979.8,17.8,358621.67,24.96,139.98,5.18,86.46,46.37,17.25,18.62,33.38,55.45,20.78,-0.01,5.95,TATAMOTORS
1307,Zydus Wellness,1493.75,33.55,9505.05,-3.17,-98.47,-8.34,-94.92,69.15,19.67,3.25,3.79,37.28,-23.94,0.61,5.93,ZYDUSWELL
1308,Oriental Rail,243.1,74.33,1310.38,37.92,531.82,27.72,62.68,57.85,0,0.02,95.83,44.94,-6.12,0,5.93,531859
1309,Biocon,252.2,25.26,30279.13,34.43,235.59,14.19,336.19,60.64,14.51,6.55,49.67,41.38,-4.36,0,5.92,BIOCON
1310,Federal Bank,149.6,9.43,36428.68,29.54,22.79,5.08,6.02,0,44.39,29.38,34.99,47.5,-0.34,0,5.91,FEDERALBNK
1311,S A I L,130,15.9,53696.83,-6.76,14.45,-21.42,-67.61,65,15.46,4.34,1.07,52.77,0.42,0,5.89,SAIL
1312,Karnataka Bank,231.7,5.87,8128.46,14.15,10.11,4.24,0.25,0,19.11,18.89,18.28,45.53,-4.15,0,5.86,KTKBANK
1313,Snowman Logistic,68.25,72.82,1140.38,13.4,13.64,0.02,45.05,44.27,1.04,3.3,30.21,48.48,-1.7,1.27,5.86,SNOWMAN
1314,Anant Raj,302.7,44.86,10321.71,47.59,58.17,18.05,18.32,60.16,3.48,11.17,52.05,41.12,-6.91,-3.15,5.77,ANANTRAJ
1315,Genus Power,226.55,114.44,5839.91,28.88,-145.53,-0.26,-120.17,42.66,4.8,16.88,25.45,41.08,-10.1,-7.64,5.77,GENUSPOWER
1316,Lupin,1608.25,40.91,73276.19,20.25,299.5,3.15,24.91,47.04,29.72,16.11,21.24,50.7,20.2,-0.02,5.73,LUPIN
1317,Mindspace Busine,344.66,51.59,20438.96,8.79,18.9,-4.72,-2.46,63.48,,,10.71,58.58,2.33,0,5.72,MINDSPACE
1318,Godrej Propert.,2246.45,93.76,62460.63,68.39,10.41,-3.66,-13.66,58.48,4.69,29.73,111.54,45.89,-19.04,0,5.69,GODREJPROP
1319,GOCL Corpn.,405.7,37.37,2011.16,-32.71,-55.36,2.34,-1.78,73.83,2.69,0.07,12.86,37.44,-20.75,0,5.68,GOCLCORP
1320,Ruby Mills,187.55,15.89,627.17,-4.69,63.09,6.42,11.12,74.9,0,0,-2.87,31.87,-9.78,0,5.67,RUBYMILLS
1321,Karur Vysya Bank,182.35,9.87,14664.87,26.2,42.29,7.13,8.77,2.22,35.16,15.61,26.48,54.08,-1.06,-0.02,5.61,KARURVYSYA
1322,Privi Speci.,1041.85,78.83,4069.75,1.91,1148.44,-6.76,20.11,74.05,3.39,0.96,5.88,32.21,-40.45,0,5.6,PRIVISCL
1323,Infibeam Avenues,35.3,67.57,9807.66,119.91,15.32,15.45,0.84,28.13,0.1,6.31,86.79,48.95,0.96,-1,5.53,INFIBEAM
1324,FSN E-Commerce,163.55,1691.77,46709.64,22.28,97.68,18.7,123.85,52.24,15.25,10.65,25.16,61.02,-1.16,-0.02,5.52,NYKAA
1325,Keystone Realtor,622.35,45.84,7087.52,311.55,460.6,-15.75,616.55,86.7,8.19,2.44,547.08,43.74,-14.87,0,5.48,RUSTOMJEE
1326,Medplus Health,687.2,140.23,8214.58,21.1,2.47,2.33,-5.71,40.45,25.19,12.96,26.25,51.49,-3.66,0.04,5.47,MEDPLUS
1327,RBL Bank,242.4,13.5,14667.62,27.77,11.54,6.1,-20.74,0,19.34,28.27,28.68,45.81,-7.16,0,5.46,RBLBANK
1328,Repro India,784.85,79.64,1122.12,10.3,31.6,-0.82,107.18,46.87,0,10.32,20.59,47.61,-18.56,-0.12,5.43,REPRO
1329,IFCI,39.85,,9921.11,30.78,-80.16,-25.11,-77.44,70.32,2.02,2.08,22.58,41.18,-2.47,0,5.38,IFCI
1330,Dilip Buildcon,415.8,102.96,6079.62,23.87,122.95,0.99,54.16,70.15,9.11,2.89,10.36,48.32,-3.21,0,5.34,DBL
1331,Canara Bank,573.15,7.09,103976.88,26.29,24.97,4.41,-0.06,62.93,14.29,11.21,32.36,55.92,7.35,0,5.33,CANBK
1332,PC Jeweller,56.35,,2622.55,-95.31,-223.92,-91.08,-43.33,54.53,1.45,0.78,-46,46.84,1.37,0,5.33,PCJEWELLER
1333,I R F C,140.95,30.5,184200.59,8.42,-1.79,-0.37,3.51,86.36,1.15,1.15,12.3,49.24,-3.07,0,5.32,IRFC
1334,Hind Rectifiers,596.15,45.77,1021.67,40.52,235.95,3.52,-61.81,44.08,0.01,5.72,40.05,46.48,3.5,0,5.29,HIRECT
1335,Moneyboxx Fin.,246.05,135.33,736.22,153.79,174.44,17.57,46.72,46.86,0.83,0,164.68,45.91,-5.03,-8.25,5.28,538446
1336,Pun. & Sind Bank,59.45,44.13,40293.94,18.2,-69.37,3.54,-39.55,98.25,0.65,0.01,21.46,48.44,-0.31,0,5.26,PSB
1337,Mafatlal Inds.,118.8,11,849.45,43.64,1093.71,36.15,-18.44,70.16,1.7,0.85,24.51,40.92,-6.67,-0.58,5.25,500264
1338,South Ind.Bank,28.95,6.78,7573.11,15.06,197.19,2.59,11.12,0,7.61,14.68,20.64,47,-0.58,0,5.23,SOUTHBANK
1339,Om Infra,130.75,24.33,1259.12,29.77,-29.67,-2.96,-74.07,69.09,0,0.36,125.59,49.12,-1.39,0,5.23,OMINFRAL
1340,Thomas Cook (I),160.9,39.15,7571.6,23.22,344.63,2.69,75.85,63.83,9.26,1.83,74.29,53.38,-3.53,-8.51,5.23,THOMASCOOK
1341,St Bk of India,746.7,9.69,666400.77,23.33,3.87,5.1,-30.33,57.49,24.15,10.91,28.34,53.22,11.43,0,5.2,SBIN
1342,V-Mart Retail,2016.05,,3987.07,14.44,41.36,61.81,144.03,44.33,34,14.32,16.78,57.52,-22.25,0,5.17,VMART
1343,Bank of Baroda,259.8,7.11,134351.99,20.97,11.21,2.66,8.77,63.97,15.75,12.27,33.07,48.52,1.29,0,5.17,BANKBARODA
1344,Axis Bank,1033.3,12.36,318875.69,26.37,4.92,5.28,4.65,8.2,28.83,54.68,32.38,37.14,-4.71,-0.02,5.12,AXISBANK
1345,Vintage Coffee,58.32,67.25,610.63,101.77,180.47,25.06,50.21,47.62,0,0,85.37,52.89,2.49,1.02,5.12,538920
1346,Bodal Chemicals,80.15,139.25,1008.2,5.56,-59.67,2.59,-20.97,57.39,0.01,0.3,-19.19,45.76,-0.15,0,5.08,BODALCHEM
1347,Oriental Aromat.,324.5,6423.88,1092.06,-1.01,-31.32,-12.97,7.85,74.17,0.39,0.1,-4.26,40.41,-11.08,0,5.06,OAL
1348,Aditya Bir. Fas.,205.35,,19491.19,16.1,-794.65,29.14,46.29,51.85,14.84,19.53,14.41,36.23,-6.99,-3.6,5.03,ABFRL
1349,National Standar,4776.6,723.73,9553.2,155.52,51.85,2750,75.71,73.94,0,0,71.28,36.87,-82.37,0,5.02,504882
1350,Union Bank (I),148.1,8.51,113053.7,21.72,60.16,3.19,1.5,74.76,12.59,6,26.4,51.51,1.98,-2.23,5.02,UNIONBANK
1351,Sadhana Nitro,67.05,311.38,1656.53,41.28,24,4.93,-63.81,65.81,0.05,0,29.82,35.42,-3.49,-5.31,5,SADHNANIQ
1352,Orchid Pharma,1056.4,62.79,5357.97,38.08,287.75,10.98,48.64,69.84,14.51,4.14,28.84,51.93,13.65,-2.56,4.97,ORCHPHARMA
1353,Yes Bank,23.9,67.13,68750.96,18.98,340.51,4.09,6.1,0,41.98,23.79,23.1,48.31,-0.64,0,4.94,YESBANK
1354,J & K Bank,130.6,8.93,14381.44,18.04,37.64,4.22,10.16,59.4,7.81,5.8,22.22,44.66,-1.5,-4.01,4.92,J&amp;KBANK
1355,New India Assura,232.35,41.17,38291.28,7.65,-1.92,7.57,511.58,85.44,11.71,0.77,8.21,43.13,-5.59,0,4.87,NIACL
1356,PNB Gilts,108.75,247.8,1957.61,29.83,-381.44,11.01,62.38,74.07,0,0.01,30.93,49.32,-0.45,0,4.83,PNBGILTS
1357,Kiri Industries,322.35,20.6,1670.88,7.32,134.15,-5.12,572.54,26.72,0.56,45.73,-15.5,32.04,-15.1,0,4.77,KIRIINDUS
1358,UCO Bank,51.5,36.02,61573.18,19.99,-22.99,6.38,25.18,95.39,1.32,0.01,27.96,45.54,-0.4,0,4.75,UCOBANK
1359,Sindhu Trade,28.5,21.52,4394.5,35.3,1087.7,4.89,85.32,74.97,0,0.28,32.82,48.33,-2.38,0,4.74,SINDHUTRAD
1360,Sar Auto Prod.,2079.55,1100.94,990.85,113.16,104.17,9.04,16.67,67.91,4.63,0,75.04,48.63,40.65,-0.46,4.73,538992
1361,Force Motors,7165.55,32.93,9444.19,29.74,648.49,-6.1,-9,61.63,1.2,4.91,47.76,66.73,482.37,0,4.73,FORCEMOT
1362,Hubtown,127.8,119.12,975.57,-74.14,-80.89,-44.05,3.17,47.85,0,3.38,-14.14,47.12,-2.95,2.46,4.67,HUBTOWN
1363,Entero Healthcar,991.55,,4312.62,19.73,104.83,-0.37,33.72,52.44,2.15,22.8,,38.93,-29.03,,4.64,ENTERO
1364,Munjal Showa,166.65,18.03,666.52,-1.37,126.77,5.59,461.04,65.02,0.03,1.27,-4.68,47.84,-4.81,0,4.63,MUNJALSHOW
1365,DLF,865.9,90.31,214337.24,1.77,26.6,12.88,5.44,74.08,5.47,15.75,-0.52,51.95,6.05,0,4.61,DLF
1366,Saraswati Commer,5333.4,8.57,549.3,227.45,296.67,40.29,40,72.32,0,0,227.61,46.49,676.49,0,4.6,512020
1367,Veritas (India),1008.65,14.11,2704.19,131.4,282.89,40.71,130.23,55.01,0,9.73,80.67,90.2,77.74,0,4.59,512229
1368,Hercules Hoists,557.3,59.35,1783.36,11.85,17.16,-3.15,16.37,69.61,0,0.06,29.25,77.96,20.14,0,4.57,HERCULES
1369,Dhanlaxmi Bank,43.7,11.93,1105.66,11.39,-85.96,1.26,-86.83,0,0.07,11.89,13.89,46.5,-0.51,0,4.56,DHANBANK
1370,Agro Tech Foods.,704.15,123.01,1716.01,-14.28,-63.1,-4.13,34.76,51.77,11.27,7.89,-8.52,39.22,-46.39,0,4.55,ATFL
1371,Indian Bank,489.45,8.63,65927.15,19.99,51.68,3.19,6.63,73.84,15.84,5.89,25.21,43.67,-0.95,-6.02,4.55,INDIANB
1372,The Invest.Trust,141.05,26.08,736.88,0.39,2513.04,-12.65,-40.27,72.12,0,6.55,-6.48,57.26,-3.61,0,4.54,THEINVEST
1373,I O B,59.55,45.07,112563.86,22.15,30.15,6.09,15.69,96.38,1.29,0.03,22.75,46.58,-0.06,0,4.53,IOB
1374,Responsive Ind,293.3,57.33,7819.63,1.27,165.81,-0.4,9.93,58.94,3.57,35.12,0.59,49.41,-2.78,0,4.51,RESPONIND
1375,GMR Airports Inf,78.65,,47472.71,26.41,-78.1,7.91,-155.53,59.07,5.22,27.38,35.58,44.02,-1.73,0,4.49,GMRINFRA
1376,Bank of Maha,59.85,11.51,42382.02,25.2,33.67,2.04,12.89,86.46,4.71,0.45,31.83,52.25,0.41,0,4.44,MAHABANK
1377,Atul Auto,494.4,232.15,1372.02,15.94,25.56,0.76,-37.31,42.73,0.41,0.49,23.89,39.6,-15.43,0,4.43,ATULAUTO
1378,Bank of India,135.8,9.66,61825.23,19.72,111.05,1.7,28.83,73.38,14.65,4.31,32.42,49.84,0.01,-8.03,4.42,BANKINDIA
1379,Swelect Energy,931.15,52.87,1411.51,147.91,268.07,31.42,12.45,56.37,0,0.04,17.54,46.02,14.34,0,4.41,SWELECTES
1380,Laxmi Goldorna,307.45,,641.71,46.71,630.16,26.41,40.79,74.97,0,0,,59.14,32.06,0,4.36,LGHL
1381,Mercury EV-Tech,74.73,607.35,1311.87,6.51,-48.04,-17.03,-10.17,62.1,0,0,659.37,40.35,-5.27,-0.46,4.35,531357
1382,National High,126,57.07,16533.73,70.83,21.34,0.04,-10.53,15.86,,,,70.77,3.58,0,4.3,NHIT
1383,Central Bank,59.25,21.06,51434.57,16.24,55.12,6.3,18.45,93.08,2.79,0.07,22.24,47.07,-0.6,0,4.29,CENTRALBK
1384,Ester Industries,91.85,,765.97,38.92,-383.5,2.44,-47.24,64.04,0.01,0.03,0.7,46.03,-1.54,0,4.29,ESTER
1385,IDBI Bank,81.35,16.38,87470.79,25.23,59.66,8.46,8.71,94.71,0.15,0.32,30.19,46.03,-0.74,0,4.26,IDBI
1386,Embassy Off.REIT,375.98,49.77,35638.91,8.18,40.87,4.25,6.11,7.69,,,9.63,51.63,5.47,-23.59,4.2,EMBASSY
1387,Alembic,82.55,8.3,2119.73,28.45,34.59,21.81,-32.29,70.88,0.04,0.89,47.94,35.16,-3.64,0,4.18,ALEMBICLTD
1388,Elpro Internatio,79.92,22.16,1354.48,78.58,75.44,59.99,30.12,75,0.01,11.33,85.69,36.4,-2.7,0.01,4.17,504000
1389,Singer India,83.29,210.61,509.68,-15.56,56.86,-2.28,-33.88,31,3.56,0,-9.15,35.79,-4.87,0,4.11,505729
1390,Punjab Natl.Bank,122.75,17.72,135160.22,22.11,243.48,3.7,22.68,73.15,13.74,3.1,28.4,52.09,0.99,0,4.1,PNB
1391,Brookfield India,252.08,457.19,11068.46,76.97,-32.89,32.79,745.41,43.9,,,40.21,54.16,-0.61,0,4.1,BIRET
1392,Forbes & Co,499.3,14.38,644.1,18.73,345.12,3.1,169.29,73.85,0.1,11.58,-7.8,62.98,21.48,0,4.06,502865
1393,Bhageria Indust.,152.3,38.11,664.7,19.52,123.06,9.18,193.99,71.75,0,0,-10.69,37.67,-4.26,0,4.04,BHAGERIA
1394,Jain Irrigation,51.1,,3470.57,-9.72,194.94,-0.3,4.12,26.12,9.34,5.32,16.81,43.36,-2.5,0,4.02,JISLJALEQS
1395,Igarashi Motors,426,111,1340.84,4.05,16.42,-2.63,6.85,75,1.9,0.86,12.43,33.94,-20.34,0,3.99,IGARASHI
1396,Ashiana Housing,282.25,37.14,2837.31,41.98,207.18,-46.7,1.65,61.11,7.33,8.24,160.9,42.95,-5.21,0,3.92,ASHIANA
1397,Hind.Composites,396.9,16.31,586.18,3.26,18.97,-0.04,-35.01,74.97,0.01,0.03,9.84,39.58,-8.74,0,3.84,HINDCOMPOS
1398,Andrew Yule & Co,35.97,,1758.76,-27.72,-277.27,-1.44,-136.81,89.25,2.2,0,-6.02,36.02,-2.96,0,3.77,526173
1399,Himatsing. Seide,126.25,11.15,1243.06,-1.83,1316.36,-2.14,8.27,47.57,1.05,4.03,4.16,37.47,-8.07,0,3.77,HIMATSEIDE
1400,Birla Corpn.,1448.85,37.37,11157.59,14.68,318.67,1.14,86.98,62.9,16.17,6.45,11.68,39.15,-36.3,0,3.73,BIRLACORPN
1401,SMS Pharma.,182.85,37.24,1547.86,8.52,141.95,-3.1,1,64.32,0,0.59,63.23,60.03,10.43,0,3.66,SMSPHARMA
1402,V2 Retail,422.95,96.5,1462.96,55.95,159.03,61.58,524.12,54.28,0.37,6.36,34.01,67.43,7.15,0.02,3.44,V2RETAIL
1403,Allcargo Gati,101.4,,1320.76,-3.82,-115.53,-3.85,596.83,52.94,1.66,0.75,1.67,34.28,-4.68,-0.02,3.43,ACLGATI
1404,Ramco Inds.,210.45,15.47,1826.9,9.59,1658.67,5.64,735.66,53.88,4.18,0.9,-0.1,44.06,-6.96,0,3.42,RAMCOIND
1405,Reliance Power,26.3,,10023.41,3.21,-420.46,-5.15,-378.11,23.24,4.94,13.16,0.39,61.05,-0.98,-1.25,3.42,RPOWER
1406,SEAMEC Ltd,1089.8,44.18,2770.82,111.87,3503.64,152.65,490.18,72.04,1.78,3.05,65.64,47.43,-13.05,0,3.35,SEAMECLTD
1407,B H E L,239.1,,83256.13,4.57,-451.87,7.39,37.52,63.17,17.58,7.04,2.93,54.31,2.69,0,3.33,BHEL
1408,Kiran Vyapar,190.9,11.66,520.86,41.11,-36.34,182.74,59.69,74.96,0,0,263.83,65.47,0.91,0,3.32,537750
1409,Jai Corp,284.1,139.01,5069.75,-17.64,45.51,-9.32,3.2,73.79,1.65,1.44,-25.75,40.55,-17.39,0,3.31,JAICORPLTD
1410,PVR Inox,1329.7,,13048.94,64.46,-19.5,-22.7,-92.3,27.84,39.22,21.83,109.3,43.78,-30.52,0,3.28,PVRINOX
1411,Cartrade Tech,637.4,46.84,2988.63,42.57,68.53,15.48,-567.26,0,4.38,71.93,24.76,32.55,-13.47,0,3.16,CARTRADE
