,Company Name,Industry,Symbol,Series,ISIN Code,Ticker,Name,Weight,Shares,Price
244,Mahindra Lifespace Developers Ltd,Realty,MAHLIFE,EQ,INE813A01018,MLIFE IS Equity,Mahindra Lifespace Developers Ltd,--,--,625.0
245,Manappuram Finance Ltd,Financial Services,MANAPPURAM,EQ,INE522D01027,MGFL IS Equity,Manappuram Finance Ltd,--,--,209.92
246,Mangalore Refinery & Petrochemicals Ltd,Oil Gas & Consumable Fuels,MRPL,EQ,INE103A01014,MRPL IS Equity,Mangalore Refinery & Petrochemicals Ltd,--,--,217.96
247,Mankind Pharma Ltd,Healthcare,MANKIND,EQ,INE634S01028,MANKIND IS Equity,Mankind Pharma Ltd,--,--,2137.8501
248,Marico Ltd,Fast Moving Consumer Goods,MARICO,EQ,INE196A01026,MRCO IS Equity,Marico Ltd,--,--,615.35
249,Maruti Suzuki India Ltd,Automobile and Auto Components,MARUTI,EQ,INE585B01010,MSIL IS Equity,Maruti Suzuki India Ltd,--,--,12104.0498
250,Mastek Ltd,Information Technology,MASTEK,EQ,INE759A01021,MAST IS Equity,Mastek Ltd,--,--,2838.7
251,Max Financial Services Ltd,Financial Services,MFSL,EQ,INE180A01020,MAXF IS Equity,Max Financial Services Ltd,--,--,996.1
252,Max Healthcare Institute Ltd,Healthcare,MAXHEALTH,EQ,INE027H01010,MAXHEALT IS Equity,Max Healthcare Institute Ltd,--,--,913.8
253,Medplus Health Services Ltd,Consumer Services,MEDPLUS,EQ,INE804L01022,MEDPLUS IS Equity,Medplus Health Services Ltd,--,--,669.3
254,Metro Brands Ltd,Consumer Durables,METROBRAND,EQ,INE317I01021,METROBRA IS Equity,Metro Brands Ltd,--,--,1217.45
255,Metropolis Healthcare Ltd,Healthcare,METROPOLIS,EQ,INE112L01020,METROHL IS Equity,Metropolis Healthcare Ltd,--,--,2037.9
256,Motherson Sumi Wiring India Ltd,Automobile and Auto Components,MSUMI,EQ,INE0FS801015,MSUMI IS Equity,Motherson Sumi Wiring India Ltd,--,--,73.39
257,Motilal Oswal Financial Services Ltd,Financial Services,MOTILALOFS,EQ,INE338I01027,MOFS IS Equity,Motilal Oswal Financial Services Ltd,--,--,551.7
258,Multi Commodity Exchange of India Ltd,Financial Services,MCX,EQ,INE745G01035,MCX IS Equity,Multi Commodity Exchange of India Ltd,--,--,3984.3
259,Muthoot Finance Ltd,Financial Services,MUTHOOTFIN,EQ,INE414G01012,MUTH IS Equity,Muthoot Finance Ltd,--,--,1810.6
260,NHPC Ltd,Power,NHPC,EQ,INE848E01016,NHPC IS Equity,NHPC Ltd,--,--,103.82
